"stockid","stockid_ramldb","common_name","species","species_orig","order","family","family_common","type","type1","country","region","area","source","comments","method","ssb_units","r_units","landings_units","f_age_vpa","r_age_vpa","r_age_vpa1","feed_type","egg_type","egg_diam","length_at_hatch","length_at_metamorph","deltaL","deltaN","spawn_location","spawn_lat_dm","spawn_long_dm","spawn_month","natmort","f01","fmax","fmed","sprf0","source_mat","lmat","lmat_m","lmat_f","tmat","tmat_m","tmat_f","r_length","r_age","r_age_m","r_age_f","source_growth","linf_in","k","t0","linf_in_m","k_m","t0_m","linf_in_f","k_f","t0_f","source_lw_ab","lw_a","lw_b","lw_a_m","lw_b_m","lw_a_f","lw_b_f","ssb_nyr","r_nyr","sr_nyr"
"PANDALNSEA",NA,"Northern shrimp","Pandalus borealis","Pandalus borealis","Decapoda","Pandalidae","Pandalid shrimps","marine","shellfish","Europe","Europe","Skagerrak","International Council for the Exploration of the Sea.  1996.  Report by correspondence of the {\em (Pandalus)} assessment working group. ICES CM Assess:17, pages 19",NA,"SPA","Tonnes","Thousands","Tonnes","1-3","0",0,NA,NA,NA,NA,NA,NA,NA,NA,"57 40","7 20",NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11
"PATAGOSGEORGIA",NA,"Yellowfin notothen","Patagonotothen guntheri","Patagonotothen guntheri","Perciformes","Nototheniidae","Antarctic cods","marine","finfish","Antarctica","Antarctica","South Georgia, Antarctic Ocean","Koch, K.H. 1992. Antarctic fish and fisheries. Cambridege Univ. Press.359 pages.","Fig. 74, 75 use m=0.8","SPA and RV","Thousand Tonnes","Millions","Thousand Tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"-54 00","-36 00",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,8
"PCODEBS",NA,"Pacific cod","Gadus macrocephalus","Gadus macrocephalus","Gadiformes","Gadidae","Codfishes","marine","finfish","USA","US Alaska","Eastern Bering Sea","Thompson, G. G., and R. G. Bakkala. The Plan Team for the Groundfish Fisheries of the Bering Sea and Aleutian Islands, Stock Assessment And Fishery Evaluation Report For the Groundfish Resources of the Bering Sea/Aleutian Islands Region as Projected for 1992, November 1991.",NA,"SPA","Thousand tonnes","Millions","Tonnes",NA,"3",3,"Epi-, meso-, and bathybenthal","Oviparous, demersal, adhesive",NA,"3.6",NA,NA,NA,NA,"58 00","-160 00",NA,"0.29","0.145","0.233",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,10
"PCODHS","PCODHS","Pacific cod","Gadus macrocephalus","Gadus macrocephalus","Gadiformes","Gadidae","Codfishes","marine","finfish","Canada","Canada West Coast","Hecate Strait","Foucher, R. D., and A. V. Tyler. 1990. {\it In} Canadian Technical Report of Fisheries and Aquatic Sciences. No. 1732.; Foucher, R. D., and A. V. Tyler. 1991. {\it In} Canadian Technical Report of Fisheries and Aquatic Sciences. No. 1778.","F is the median","SPA","Tonnes","Thousands","Thousand tonnes","2-7","2",2,"Epi-, meso-, bathybenthal","oviparous, demersal, adhesive","1.0-1.2","3.0-4.0",NA,NA,NA,"Shelf, slope","52 30","-130 30","1-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,29,14
"PCODWCVANI","PCODWCVANI","Pacific cod","Gadus macrocephalus","Gadus macrocephalus","Gadiformes","Gadidae","Codfishes","marine","finfish","Canada","Canada West Coast","West Vancouver Island","Foucher, R. P., and A. V. Tyler. 1991. {\it In} Canadian Technical Report of Fisheries and Aquatic Sciences. No. 1778.","VPA age classes 2-7 year olds in (000's)","SPA",NA,"Thousands","Thousand tonnes","2-7","1",1,"Epi-, meso-, and bathybenthal","Oviparous, demersal, adhesive","1.0-1.2","3.0-4.0","25",NA,NA,"Shelf-slope","49 15","-127 00","1-7",NA,NA,NA,NA,NA,NA,"48-49",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"108","0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0
"PERCHALI","PERCHEBSAI","Pacific ocean perch","Sebastes alutus","Sebastes alutus","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","USA","US Alaska","Aleutian Is.","Ito, D.H., and J.N. Ianelli. 1995. Pacific Ocean Perch In: Stock assessment and fishhery evaluation report for the 1996 Bering Sea and Aleution Islands Region groundfish fishery. Chapter 9. North Pacific Fishery Management Council, P.O. Box 103136, Anchorage, AK 99510.",NA,"SPA","Tonnes of Females","Thousands","Tonnes",NA,"3",3,NA,NA,"NA","NA","NA","NA","NA",NA,"52 00","-176 00",NA,"0.05",NA,NA,NA,"3.094705",NA,NA,NA,NA,"8",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30
"PERCHBC",NA,"Pacific ocean perch","Sebastes alutus","Sebastes alutus","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","Canada","Canada West Coast","British Colombia","Archibald, Fourniern, and Leaman. 1983. N. A. Jour. of Fisheries Management 3:283-294 p.","SPA, Estimated number at age 6 years in (0 000's)","SPA",NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",NA,"52 00","-130 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0
"PERCHGA","POPERCHGA","Pacific ocean perch","Sebastes alutus","Sebastes alutus","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","USA","US Alaska","Gulf of Alaska","Heifetz, J., J.N. Ianelli,  and D.M. Clausen. 1995. Slope rockfish. In: Stock assessment and fishery evaluation report for the 1996 Gulf of Alaska groundfish, Appendix IV. North Pacific Fishery Management Council, P.O. Box 103136, Anchorage, AK 99510.",NA,"SPA","Tonnes of Females","Thousands",NA,NA,"2",2,NA,NA,"NA","NA","NA","NA","NA",NA,"58 00","-145 00",NA,"0.05",NA,NA,NA,"3.49867",NA,NA,NA,NA,"8",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31
"PERCHGOOSE",NA,"Pacific ocean perch","Sebastes alutus","Sebastes alutus","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","Canada","Canada West Coast","Goose Island Gully, B.C.","Richards, L. J. and N. Olsen. 1996. Slope rockfish stock assessment for the west coast of Canada in 1996 and recommended yields for 1997. Can. Tech. Rep. Fish. Aquat. Sci. No. 2134: 91p.",NA,"SPA","Thousand tonnes","Thousand tonnes","Thousand tonnes","8-20","7",7,NA,NA,NA,NA,NA,NA,NA,"Slope","51 17","-129 00","2-4","0.05",NA,NA,"0.045","16.29","Richards, L. J. and N. Olsen. 1996. Slope rockfish stock assessment for the west coast of Canada in 1996 and recommended yields for 1997. Can. Tech. Rep. Fish. Aquat. Sci. No. 2134: 91p.",NA,NA,NA,"9","9","9",NA,"7","7","7","Richards, L. J. and N. Olsen. 1996. Slope rockfish stock assessment for the west coast of Canada in 1996 and recommended yields for 1997. Can. Tech. Rep. Fish. Aquat. Sci. No. 2134: 91p.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richards, L. J. and N. Olsen. 1996. Slope rockfish stock assessment for the west coast of Canada in 1996 and recommended yields for 1997. Can. Tech. Rep. Fish. Aquat. Sci. No. 2134: 91p.y",NA,NA,"1.49103E-5","2.99892","4.97617E-6","3.18058",33,26,26
"PERCHWUS","POPERCHPCOAST","Pacific ocean perch","Sebastes alutus","Sebastes alutus","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","USA","US West Coast","US West Coast","Ianelli, J.N., D.H. Ito, and M. Wilkins. 1995. Status and future prospects for the Pacific ocean perch resource in waters off Washington and Oregon as assessed in 1995. In: Status of the Pacific coast groundfish fishery through 1992 and recommended acceptable biological catches for 1996. Unpubl. rep. Pac. Fish. Manage. Council, Portland, OR.",NA,"SPA","Trillion of eggs","Millions","Tonnes",NA,"3",3,NA,NA,"NA","NA","NA","NA","NA",NA,"45 30","-125 00",NA,"0.05",NA,NA,NA,"322908.",NA,NA,NA,NA,"6.5",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,29,29
"PHAKEBAJA",NA,"Pacific hake","Merluccius productus","Merluccius productus","Gadiformes","Gadidae","Codfishes","marine","finfish","Mexico","Mexico West Coast","Soledad Basin, Baja California","Soutar, A., and J.D. Issacs.  1974.  Abundance of pelagic fish during the 19th and 20th centuries as recorded in anaerobic sediment off the Californias.  Fish. Bull. U.S. 72:  257-273.","5 year averages from fossil scale data.","fossil scales","scales per 1000 cm^2",NA,NA,NA,NA,NA,"Epi-, and mesopelagic","Oviparous, pelagic",NA,NA,NA,NA,NA,"Slope","25 15","-112 60",NA,NA,NA,NA,NA,NA,"Smith, P. E. 1995. Development of the population biology of the Pacific hake. California cooperative oceanic fisheries investigations reports.  36: 144-152",NA,"28","34-40","4",NA,"3-4","3-6",NA,NA,NA,"Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355.","60.85","0.30","0.03","56.29","0.30","0.20","61.23","0.30","0.01","Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355. & Francis, R.C. (1983)","0.00001815","2.73343","0.00003468","2.55618","0.0002044","2.69509",40,0,0
"PHAKEGCAL",NA,"Pacific hake","Merluccius productus","Merluccius productus","Gadiformes","Gadidae","Codfishes","marine","finfish","Mexico","Mexico West Coast","Gulf of California","Holmgren-Urba, D., and T.R. Baumgartner.  1993.  A 250-year history of pelagic fish abundances from the anaerobic sediments of the Central Gulf of ÉCalifornia.  CalCOFI Rep. 34:  60-68.","10 year averages from fossil scale data.","fossil scales","scales per 1000 cm^2",NA,NA,NA,NA,NA,"Epi-, and mesopelagic","Oviparous, pelagic",NA,NA,NA,NA,NA,"Slope","27 54","-111 31",NA,NA,NA,NA,NA,NA,"Smith, P. E. 1995. Development of the population biology of the Pacific hake. California cooperative oceanic fisheries investigations reports.  36: 144-152",NA,"28","34-40","4",NA,"3-4","3-6",NA,NA,NA,"Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355.","60.85","0.30","0.03","56.29","0.30","0.20","61.23","0.30","0.01","Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355. & Francis, R.C. (1983)","0.00001815","2.73343","0.00003468","2.55618","0.0002044","2.69509",25,0,0
"PHAKEVANCON","PHAKEPCOAST","Pacific hake","Merluccius productus","Merluccius productus","Gadiformes","Gadidae","Codfishes","marine","finfish","USA/Canada","US/Canada West Coast","W. US. + Canada","Dorn, M. W.and M. W. Saunders.  1997.  Status of the coastal Pacific whiting stock in US and Canada in 1997.  In Pacific Fishery Management Council, Appendix: Status of the Pacific Coast groundfish fishery through 1997 and recommended acceptable biological catches in 1998.  84p (Document prepared for the Council and its advisory entities.)  Pacific Fishery Management Council, 2130 SW Fifth Avenue, Suite 224, Portland, OR 97201.",NA,"Stock Synthesis","Million Tonnes","Billions","Thousand tonnes",NA,"2",2,"Epi-, and mesopelagic","Oviparous, pelagic","1.07-1.18","5-11","30-35",NA,NA,"Slope","33 00","-119 00","1-6","0.237",NA,NA,NA,"1.79","Smith, P. E. 1995. Development of the population biology of the Pacific hake. California cooperative oceanic fisheries investigations reports.  36: 144-152",NA,"28","34-40","4",NA,"3-4","3-6",NA,NA,NA,"Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355.","60.85","0.30","0.03","56.29","0.30","0.20","61.23","0.30","0.01","Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355. & Francis, R.C. (1983)","0.00001815","2.73343","0.00003468","2.55618","0.0002044","2.69509",25,25,23
"PHAKEVANCON2","PHAKEPCOAST","Pacific hake","Merluccius productus","Merluccius productus","Gadiformes","Gadidae","Codfishes","marine","finfish","USA/Canada","US/Canada West Coast","W. US. + Canada","Smith, P. E. 1978. Biologicval effects of ocean variability: time and space scales of biological response. Rapp. P.V. Reun. Cons. Int. Explor. Mer. 173: 117-127. recaculated from Soutar, A., and J.D. Issacs.  1974.  Abundance of pelagic fish during the 19th and 20th centuries as recorded in anaerobic sediment off the Californias.  Fish. Bull. U.S. 72:  257-273.","5 year averages from fossil scale data. SSB is in standing stock, not spawners","fossil scales","Thousand tonnes",NA,NA,NA,NA,NA,"Epi-, and mesopelagic","Oviparous, pelagic","1.07-1.18","5-11","30-35",NA,NA,"Slope","34 15","-120 03","1-6","0.237",NA,NA,NA,NA,"Smith, P. E. 1995. Development of the population biology of the Pacific hake. California cooperative oceanic fisheries investigations reports.  36: 144-152",NA,"28","34-40","4",NA,"3-4","3-6",NA,NA,NA,"Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355.","60.85","0.30","0.03","56.29","0.30","0.20","61.23","0.30","0.01","Dark, T.A. 1975. Age and growth of Pacific hake, {\em Merluccius productus}, Fish. Bull. U.S. , 73 : 336-355. & Francis, R.C. (1983)","0.00001815","2.73343","0.00003468","2.55618","0.0002044","2.69509",38,0,0
"PHALCANUS","PHALNPAC","Pacific halibut","Hippoglossus stenolepis","Hippoglossus stenolepis","Pleuronectiformes","Pleuronectidae","Pleuronectidae","marine","finfish","Pacific Ocean","North Pacific","North Pacific","Anon. 1989. International Pacific Halibut Commission. Annual Report 1989.; Myhre, Gordon, Peltonen, Stpierre, Skud, and Walden. International Pacific halibut Commission. Technical Report No. 14.; Pers. Comm. with Pat Sullivan.",NA,"SPA","Tonnes","Thousands","Million pounds",NA,"8",8,"Epi-, meso- & bathybenthal 6-1110m","Oviparous, pelagic","3.0-3.5","7.8-7.5","14.7-24.1",NA,NA,"Slope","50 00","-135 00","11-1",NA,NA,NA,NA,"62.13","Matarese, A.C. et al. 1989. Labaratory Guide to early life history stages of Northeast Pacific Fish.  NOAA TECH. MEMO. 89:650 pp.",NA,NA,NA,NA,"5-20","7-20",NA,"5-7",NA,NA,"Ware, D.M. & McFarlane, G.A. 1989. Fisheries production domains in the Northeast Pacific Ocean, p. 359-379.  In  R.J. Beamish and G.A. McFarlane [ed.], Effects of ocean variability on recruitment and an evaluation of parameters used in stock assessment models.  Can. Spec. Publ. Fish. Aquat. Sci. 108","184","0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,47
"PIKEKAB",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","USA","US Minnesota","Lake Kabetogama, Minnesota","Eibler, J. 1995. Completion Report. 1994. Lake Kabetogama. Minnesota Dept. of Natural Resources. F-29-R(P)","recruitment average ages from 1-5","Research gillnets",NA,"index",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"48 28","-92 59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0
"PIKEQUINTE",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","Canada","Canada Ontario","Bay of Quinte, Ontario","Casselman, J., Age, growth and environmental requirements of pike.  Pike biology and exploitation.  John F. Craig.  Chapman & Hall.  London. pp 69-101","from Fig. 4.8, exp transform used","Research gillnets",NA,"index",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0
"PIKERAIN",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","USA","US Minnesota","Rainy Lake, Minnesota","Eibler, J. 1995. Completion Report; 1994; Rainy Wood. Minnesota Dept. of Natural Resources. Report F-29-R(P)-14","recruitment average ages from 1-5","Research gillnets",NA,"index",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"48 37","-93 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0
"PIKERFRO",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","Europe","England","River Frome, Dorset, England","Mills, C. A., and R. H. K. Mann. 1985. Environmentally-induced fluctuations in year-class strength and their implications for management. J. Fish. Biol. 27(Supplement A): 209-226.",NA,"Electro fishing",NA,"Relative year-class strength",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"50 42","-2 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0
"PIKEWINN",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","Europe","England","North Basin, Windermere Lake","Kipling, C. 1983. Changes in the Population of Pike ({\it Esox Lucius}) in Windermere from 1944 to 1981. Journal of Animal Ecology 52: 989-999 p.","Note that the biomass data are highly discrete, which explains the vertical columns of points in the stock-recruitment plot.","SPA","Kilograms of females","Numbers",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"54 18","-3 00",NA,"0.30",NA,NA,NA,"6.76",NA,NA,NA,NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,35,35
"PIKEWINS",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","Europe","England","South Basin, Windermere Lake","Kipling, C. 1983.  Changes in the Population of Pike ({\it Esox Lucius}) in Windermere from 1944 to 1981. Journal of Animal Ecology 52: 989-999 p.","Note that the biomass data are quite discrete which explains why some of the points line up in the stock-recruitment plot.","SPA","Kilograms of females","Numbers",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"54 12","-3 00",NA,"0.35",NA,NA,NA,"5.17",NA,"2.0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,35,35
"PIKEWOOD",NA,"Pike","Esox lucius","Esox lucius","Salmoniformes","Esocidae","Pikes","freshwater","finfish","USA","US Minnesota","Lake of the Woods, Minnesota","Heinrich, T. 1995. Completion Report; 1994; Lake of the Woods. Minnesota Dept. of Natural Resources. Report F-29-R(P)-14","recruitment average ages from 1-5","Research gillnets",NA,"index",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"49 15","-94 45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0
"PINKAK",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Sashin Creek, Alaska","Skud, B. E. Fish Stocks and Recruitment. Rapports et Proces-Verbaux des Reunions (ICES) 164: 108 p.",NA,"Count","Numbers of females","Numbers of fry",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"56 23","-134 39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,25
"PINKAKPW",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Prince William Sound, Alaska","International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.","Data from table 5, page 52. In 1959 the missing value for LAND is due to the fact that there were less than 500 fish.","SR","Millions of fish","Millions of fish","millions of fish",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"60 45","-147 00",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,25
"PINKAUKE",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Auke Creek, Alaska","Jaenicke, H.W., M.J. Jaenicke and G.T. Oliver. 1994. Predicting Northern Southeast Alaska Pink Salmon Returns by Early Marine Scale Growth. In: Proceedings of the 16th Northeast Pacific Pink and Chum Salmon Workshop. Alaska Sea Grant College Program Report No. 94-02:97-109 p. Table 1",NA,"Count","Fry","Fish",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"58 22","-134 38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14
"PINKAUKE2",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","USA","US Alaska","Auke Creek, Alaska","Taylor SG and J Lum Carney 1996. Annual Report Auke Creek Weir 1995, Operations and Fish Counts. Unpubl. Rept., 20p. NMFS, Auke Bay Laboratory, 11305 Glacier Highway, Juneau, AK 99801-8626.","this is survival from fish to fry, estimates are complete counts at a counting fence.","Count","Fish","Fry",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"58 22","-134 38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16
"PINKBAK1",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Russia","Sakhalin Island","Bakhura River, Sakhalin Is.","Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3","Refer to files PINKBAK2 for fry to return and PINKBAK3 for return to spawn","Count","Thousands","Millions of Fry",NA,NA,"0.5",0.5,NA,NA,NA,NA,NA,NA,NA,NA,"47 13","143 01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26
"PINKBAK2",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Russia","Sakhalin Island","Bakhura River, Sakhalin Is.","Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3","Refer to files PINKBAK1 for spawn to fry and PINKBAK3 for return to spawn","Count","Millions of Fry","Thousands",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"47 13","143 01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24
"PINKBAK3",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Russia","Sakhalin Island","Bakhura River, Sakhalin Is.","Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3","Refer to files PINKBAK1 for spawn to fry and PINKBAK2 for fry to return","Count","Thousands","Thousands",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"47 13","143 01",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24
"PINKBC1",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","N. Queen Charlotte Is., B.C.","Henderson, M.A. and A.T. Charles. 1984. Reconstruction of British Columbia pink salmon stocks ({\em Oncorhynchus gorbuscha\/}): 1970-1982. Part I: Queen Charlotte Islands, North Coast and Central Coast. Can. MS Rep. Fish. Aquat. Sci. 1785: page 24",NA,"SR","Fish","Fish","Fish","2","2",2,NA,NA,NA,NA,NA,NA,NA,NA,"53 39","-132 12",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,11
"PINKBC10",NA,"Pink salmon","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Trouts and salmons","anadromous","finfish","Canada","Canada West Coast","North Coast Area 5, B.C.","Henderson, M.A. and A.T. Charles. 1984. Reconstruction of British Columbia pink salmon stocks ({\em Oncorhynchus gorbuscha\/}): 1970-1982. Part I: Queen Charlotte Islands, North Coast and Central Coast. Can. MS Rep. Fish. Aquat. Sci. 1785: page 56",NA,"SR","Fish","Fish","Fish","2","2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,11
